,_id,benford_compliance.budget,benford_compliance.transaction,doc_size.avg,doc_size.max,doc_size.min,missing_data.@default-currency,missing_data.@xml:lang,missing_data.activity-date,missing_data.budget,missing_data.description,missing_data.document-link,missing_data.participating-org,missing_data.result,missing_data.title,missing_data.transaction,organization_id,records,relative_size.budget,relative_size.description,relative_size.document-link,relative_size.participating-org,relative_size.result,relative_size.title,relative_size.transaction,title_description_similarity,completeness,compliance,distance,organization_id.score,utility,grade,relative_size.other
54,57805521370d935726735fb9,1.0,0.6666666666666666,20366.333333333332,24427,18280,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,1.0,0.0,0.0,GB-CHC-1128536,3,0.02646163449592781,0.014263642607379097,0.008469575627428809,0.031084179536096785,0.0,0.006653893183349478,0.8250612967415315,0.0,86.66666666666667,100.0,83.88704928078612,GB-CHC-1128536,60.0,B,0.08800577780828645
55,57805534370d935726735fba,0.0,0.0,61816.5,74133,49500,0.0,0.0,0.0,0.0,0.0,0.5,0.0,1.0,0.0,0.0,GB-CHC-1079358,2,0.01244997504485182,0.007605788368080464,0.004404246421971322,0.009327814995898036,0.0,0.0026449575271962067,0.940697585298168,0.48742635079567526,85.0,50.0,69.82120021884471,GB-CHC-1079358,70.0,D,0.0228696323438341
56,57805547370d935726735fbb,0.0,0.0851063829787234,2354.6382978723404,2631,2120,0.0,0.0,0.0,1.0,0.0,0.7872340425531915,0.0,1.0,0.0,0.0,IM-CR-017899B,47,0.0,0.05634694071872632,0.027920815622604067,0.12669291482644926,0.0,0.027136169458762485,0.4029054413975567,0.050144695744428674,72.12765957446808,75.0,69.34791339252239,IM-CR-017899B,60.0,D,0.3589977179759012
57,5780555b370d935726735fbc,1.0,0.5,5517.5,7803,3232,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,GB-CHC-1120413,2,0.0543281422288711,0.18621921484247617,0.0,0.0458918242602807,0.0,0.04283071581379591,0.414365670635691,0.0,80.0,100.0,82.59288241416327,GB-CHC-1120413,63.75541291874285,B,0.2563644322188854
58,5780556e370d935726735fbd,0.2373612823674476,0.2727821971604068,2211.6790135883243,37273,1368,0.0,0.0,0.0,0.2932058379466532,0.008656265727226975,0.8253648716658278,0.0,1.0,0.00020130850528434828,0.0,GB-3,9935,0.057325207863855386,0.08389259134842995,0.01507438858451483,0.1222966192755041,0.0,0.04695257669787402,0.1376378976407293,0.26594172234536295,78.72571716155008,100.0,83.8604764725322,GB-3,70.0,B,0.5368207185890924
59,57805581370d935726735fbe,0.3569482288828338,0.391025641025641,10212.526612903226,254115,2199,0.0,0.0,0.0,0.7040322580645161,0.0,1.0,0.0,1.0,0.0,0.24516129032258063,NZ-1,1240,0.024652619484655636,0.07146653083393555,0.0,0.03322386429214515,0.0,0.01853113923345054,0.33334896980681156,0.0,70.50806451612902,100.0,81.59445485506177,NZ-1,70.72183557765969,B,0.5187768763490015
60,5780559c370d935726735fbf,0.2246062542798448,0.3522833723653396,6096.663867268825,8948512,1280,0.0,0.020281220973063,0.0,0.97193555619615,0.0,0.9783799365811473,0.0,1.0,0.0,0.015278178149322572,US-USAGOV,156105,0.0034348872128943395,0.038046454218127974,0.0008207395475225905,0.09688691309268986,0.0,0.020008585500422102,0.2561392960579726,0.2370022595886485,70.14125108100318,100.0,86.10670310635813,US-USAGOV,85.57626923587625,B,0.5846631243703706
61,578055af370d935726735fc0,1.0,1.0,8395.5,8493,8298,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,GB-CHC-1045348,2,0.05842996133347534,0.026187296943703968,0.0,0.010602347098997524,0.0,0.028238750316176335,0.7447921681749055,0.0,80.0,100.0,75.23921007268558,GB-CHC-1045348,-24.14158646578837,C,0.13174947613274135
62,578055c3370d935726735fc1,0.3695652173913043,0.3656716417910448,2572.6801801801803,10942,1026,0.0,0.0,0.0,0.7927927927927928,0.45045045045045046,0.8423423423423423,0.0045045045045045045,1.0,0.3963963963963964,0.0,GB-CHC-1043843,222,0.01236626551775182,0.10575604596898225,0.006336637010827133,0.11482359795770329,0.0,0.026034138048204144,0.19975890808910382,0.21716622846646555,65.13513513513513,100.0,79.88029758973175,GB-CHC-1043843,70.0,C,0.5349244074074274
63,578055d6370d935726735fc2,1.0,1.0,15785.0,15785,15785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,GB-CHC-1128267-8,1,0.061830852074754514,0.012100095026924296,0.04567627494456763,0.02356667722521381,0.0,0.008425720620842573,0.7484954070319924,0.13234857063656771,90.0,100.0,85.04900548115383,GB-CHC-1128267-8,60.0,B,0.0999049730757049
